user_count,skilltest_tenure,hr_tenure,fp_tenure,longest_tenure_type,longest_tenure_days,all_rates,mean_rate,median_rate
46037,None,None,None,None,None,[],None,None
46038,None,None,None,None,None,[],None,None
46039,"[23, 0, 0]",None,None,,0,[],None,None
46040,None,None,None,None,None,[],None,None
46041,None,None,None,None,None,[],None,None
46042,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46043,None,None,None,None,None,[],None,None
46044,None,None,None,None,None,[],None,None
46045,None,None,None,None,None,[],None,None
46046,None,"[0, 0, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
46047,None,None,None,None,None,[],None,None
46048,None,None,None,None,None,[],None,None
46049,None,None,None,None,None,[],None,None
46050,None,None,None,None,None,[],None,None
46051,None,None,None,None,None,[],None,None
46052,None,None,None,None,None,[],None,None
46053,None,None,None,None,None,[],None,None
46054,None,None,None,None,None,[],None,None
46055,None,None,None,None,None,[],None,None
46056,None,None,None,None,None,[],None,None
46057,None,None,None,None,None,[],None,None
46058,None,None,None,None,None,[],None,None
46059,None,None,None,None,None,[],None,None
46060,None,None,None,None,None,[],None,None
46061,None,None,None,None,None,[],None,None
46062,None,None,None,None,None,[],None,None
46063,None,None,None,None,None,[],None,None
46064,None,None,None,None,None,[],None,None
46065,None,None,None,None,None,[],None,None
46066,None,None,None,None,None,[],None,None
46067,None,None,None,None,None,[],None,None
46068,None,None,None,None,None,[],None,None
46069,None,None,None,None,None,[],None,None
46070,"[324, 10, 0]",None,None,,0,[],None,None
46071,None,None,None,None,None,[],None,None
46072,None,None,None,None,None,[],None,None
46073,"[25, 0, 0]",None,None,,0,[],None,None
46074,"[17, 0, 0]",None,None,,0,[],None,None
46075,"[16, 0, 0]",None,None,,0,[],None,None
46076,None,None,None,None,None,[],None,None
46077,None,None,None,None,None,[],None,None
46078,None,None,None,None,None,[],None,None
46079,None,None,None,None,None,[],None,None
46080,"[461, 15, 1]",None,None,,0,[],None,None
46081,None,None,None,None,None,[],None,None
46082,None,None,None,None,None,[],None,None
46083,None,None,None,None,None,[],None,None
46084,None,None,None,None,None,[],None,None
46085,None,None,None,None,None,[],None,None
46086,None,None,None,None,None,[],None,None
46087,None,None,None,None,None,[],None,None
46088,None,None,None,None,None,[],None,None
46089,"[15, 0, 0]",None,None,,0,[],None,None
46090,None,None,None,None,None,[],None,None
46091,None,None,None,None,None,[],None,None
46092,None,None,None,None,None,[],None,None
46093,None,None,None,None,None,[],None,None
46094,None,None,None,None,None,[],None,None
46095,None,None,None,None,None,[],None,None
46096,None,None,None,None,None,[],None,None
46097,None,None,None,None,None,[],None,None
46098,None,None,None,None,None,[],None,None
46099,None,None,None,None,None,[],None,None
46100,"[194, 6, 0]",None,None,,0,[],None,None
46101,None,None,None,None,None,[],None,None
46102,None,None,None,None,None,[],None,None
46103,None,None,None,None,None,[],None,None
46104,None,None,None,None,None,[],None,None
46105,None,None,None,None,None,[],None,None
46106,None,None,None,None,None,[],None,None
46107,None,None,None,None,None,[],None,None
46108,None,None,None,None,None,[],None,None
46109,None,None,None,None,None,[],None,None
46110,None,None,None,None,None,[],None,None
46111,None,None,None,None,None,[],None,None
46112,None,None,None,None,None,[],None,None
46113,None,None,None,None,None,[],None,None
46114,None,None,None,None,None,[],None,None
46115,None,None,None,None,None,[],None,None
46116,None,None,None,None,None,[],None,None
46117,None,None,None,None,None,[],None,None
46118,None,None,None,None,None,[],None,None
46119,None,None,None,None,None,[],None,None
46120,None,None,None,None,None,[],None,None
46121,None,None,None,None,None,[],None,None
46122,None,None,None,None,None,[],None,None
46123,None,None,None,None,None,[],None,None
46124,None,None,None,None,None,[],None,None
46125,None,None,None,None,None,[],None,None
46126,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46127,None,None,None,None,None,[],None,None
46128,None,None,None,None,None,[],None,None
46129,None,None,None,None,None,[],None,None
46130,None,None,None,None,None,[],None,None
46131,"[586, 19, 1]",None,None,,0,[],None,None
46132,None,None,None,None,None,[],None,None
46133,None,None,None,None,None,[],None,None
46134,None,None,None,None,None,[],None,None
46135,None,None,None,None,None,[],None,None
46136,None,None,None,None,None,[],None,None
46137,None,None,None,None,None,[],None,None
46138,None,None,None,None,None,[],None,None
46139,None,None,None,None,None,[],None,None
46140,"[35, 1, 0]",None,None,,0,[],None,None
46141,None,None,None,None,None,[],None,None
46142,None,None,None,None,None,[],None,None
46143,None,None,None,None,None,[],None,None
46144,None,None,None,None,None,[],None,None
46145,None,None,None,None,None,[],None,None
46146,None,None,None,None,None,[],None,None
46147,None,None,None,None,None,[],None,None
46148,None,None,None,None,None,[],None,None
46149,None,None,None,None,None,[],None,None
46150,None,None,None,None,None,[],None,None
46151,None,None,None,None,None,[],None,None
46152,None,None,None,None,None,[],None,None
46153,"[11, 0, 0]",None,None,,0,[],None,None
46154,None,None,None,None,None,[],None,None
46155,None,None,None,None,None,[],None,None
46156,None,None,None,None,None,[],None,None
46157,None,None,None,None,None,[],None,None
46158,None,None,None,None,None,[],None,None
46159,None,None,None,None,None,[],None,None
46160,None,None,None,None,None,[],None,None
46161,None,None,None,None,None,[],None,None
46162,None,None,None,None,None,[],None,None
46163,None,None,None,None,None,[],None,None
46164,"[24, 0, 0]",None,None,,0,[],None,None
46165,"[43, 1, 0]",None,None,,0,[],None,None
46166,"[242, 8, 0]",None,None,,0,[],None,None
46167,None,None,None,None,None,[],None,None
46168,None,None,None,None,None,[],None,None
46169,None,None,None,None,None,[],None,None
46170,None,None,None,None,None,[],None,None
46171,None,None,None,None,None,[],None,None
46172,None,None,None,None,None,[],None,None
46173,None,None,None,None,None,[],None,None
46174,None,None,None,None,None,[],None,None
46175,None,None,None,None,None,[],None,None
46176,None,None,None,None,None,[],None,None
46177,"[11, 0, 0]",None,None,,0,[],None,None
46178,"[336, 11, 0]",None,None,,0,[],None,None
46179,None,None,None,None,None,[],None,None
46180,"[556, 18, 1]",None,None,,0,[],None,None
46181,None,None,None,None,None,[],None,None
46182,None,None,None,None,None,[],None,None
46183,"[215, 7, 0]",None,None,,0,[],None,None
46184,None,None,None,None,None,[],None,None
46185,None,None,None,None,None,[],None,None
46186,None,None,None,None,None,[],None,None
46187,None,None,None,None,None,[],None,None
46188,None,None,None,None,None,[],None,None
46189,None,None,None,None,None,[],None,None
46190,None,None,None,None,None,[],None,None
46191,None,None,None,None,None,[],None,None
46192,None,None,None,None,None,[],None,None
46193,None,None,None,None,None,[],None,None
46194,None,None,None,None,None,[],None,None
46195,None,None,None,None,None,[],None,None
46196,"[17, 0, 0]",None,None,,0,[],None,None
46197,None,None,None,None,None,[],None,None
46198,None,None,None,None,None,[],None,None
46199,None,None,None,None,None,[],None,None
46200,None,None,None,None,None,[],None,None
46201,None,None,None,None,None,[],None,None
46202,None,None,None,None,None,[],None,None
46203,None,None,None,None,None,[],None,None
46204,"[11, 0, 0]",None,None,,0,[],None,None
46205,None,None,None,None,None,[],None,None
46206,None,None,None,None,None,[],None,None
46207,None,None,None,None,None,[],None,None
46208,"[434, 14, 1]",None,None,,0,[],None,None
46209,None,None,None,None,None,[],None,None
46210,None,None,None,None,None,[],None,None
46211,None,None,None,None,None,[],None,None
46212,None,None,None,None,None,[],None,None
46213,None,None,None,None,None,[],None,None
46214,None,None,None,None,None,[],None,None
46215,None,None,None,None,None,[],None,None
46216,None,None,None,None,None,[],None,None
46217,"[11, 0, 0]",None,None,,0,[],None,None
46218,None,None,None,None,None,[],None,None
46219,None,None,None,None,None,[],None,None
46220,None,None,None,None,None,[],None,None
46221,"[12, 0, 0]",None,None,,0,[],None,None
46222,None,None,None,None,None,[],None,None
46223,None,None,None,None,None,[],None,None
46224,"[19, 0, 0]",None,None,,0,[],None,None
46225,"[2296, 76, 6]",None,None,,0,[],None,None
46226,"[21, 0, 0]",None,None,,0,[],None,None
46227,None,None,None,None,None,[],None,None
46228,None,None,None,None,None,[],None,None
46229,None,None,None,None,None,[],None,None
46230,None,None,None,None,None,[],None,None
46231,None,None,None,None,None,[],None,None
46232,None,None,None,None,None,[],None,None
46233,None,None,None,None,None,[],None,None
46234,None,None,None,None,None,[],None,None
46235,"[12, 0, 0]",None,None,,0,[],None,None
46236,None,None,None,None,None,[],None,None
46237,None,None,None,None,None,[],None,None
46238,"[25, 0, 0]",None,None,,0,[],None,None
46239,None,None,None,None,None,[],None,None
46240,None,None,None,None,None,[],None,None
46241,None,None,None,None,None,[],None,None
46242,None,None,None,None,None,[],None,None
46243,None,None,None,None,None,[],None,None
46244,None,None,None,None,None,[],None,None
46245,None,None,None,None,None,[],None,None
46246,None,None,None,None,None,[],None,None
46247,None,None,None,None,None,[],None,None
46248,None,None,None,None,None,[],None,None
46249,None,None,None,None,None,[],None,None
46250,None,None,None,None,None,[],None,None
46251,None,None,None,None,None,[],None,None
46252,None,None,None,None,None,[],None,None
46253,None,None,None,None,None,[],None,None
46254,None,None,None,None,None,[],None,None
46255,"[15, 0, 0]",None,None,,0,[],None,None
46256,None,None,None,None,None,[],None,None
46257,"[7, 0, 0]",None,None,,0,[],None,None
46258,None,None,None,None,None,[],None,None
46259,None,None,None,None,None,[],None,None
46260,None,None,None,None,None,[],None,None
46261,None,None,None,None,None,[],None,None
46262,None,None,None,None,None,[],None,None
46263,"[11, 0, 0]",None,None,,0,[],None,None
46264,None,None,None,None,None,[],None,None
46265,None,None,None,None,None,[],None,None
46266,None,None,None,None,None,[],None,None
46267,None,None,None,None,None,[],None,None
46268,None,None,None,None,None,[],None,None
46269,None,None,None,None,None,[],None,None
46270,None,None,None,None,None,[],None,None
46271,None,None,None,None,None,[],None,None
46272,None,None,None,None,None,[],None,None
46273,None,None,None,None,None,[],None,None
46274,None,None,None,None,None,[],None,None
46275,None,None,None,None,None,[],None,None
46276,None,None,None,None,None,[],None,None
46277,"[10, 0, 0]",None,None,,0,[],None,None
46278,"[12, 0, 0]",None,None,,0,[],None,None
46279,None,None,None,None,None,[],None,None
46280,"[12, 0, 0]",None,None,,0,[],None,None
46281,None,None,None,None,None,[],None,None
46282,None,None,None,None,None,[],None,None
46283,None,None,None,None,None,[],None,None
46284,None,None,None,None,None,[],None,None
46285,None,None,None,None,None,[],None,None
46286,"[12, 0, 0]",None,None,,0,[],None,None
46287,None,None,None,None,None,[],None,None
46288,None,None,None,None,None,[],None,None
46289,None,None,None,None,None,[],None,None
46290,None,None,None,None,None,[],None,None
46291,None,None,None,None,None,[],None,None
46292,None,None,None,None,None,[],None,None
46293,None,None,None,None,None,[],None,None
46294,None,None,None,None,None,[],None,None
46295,None,None,None,None,None,[],None,None
46296,None,None,None,None,None,[],None,None
46297,None,None,None,None,None,[],None,None
46298,"[1098, 36, 3]",None,None,,0,[],None,None
46299,None,None,None,None,None,[],None,None
46300,None,None,None,None,None,[],None,None
46301,None,None,None,None,None,[],None,None
46302,None,None,None,None,None,[],None,None
46303,None,None,None,None,None,[],None,None
46304,None,None,None,None,None,[],None,None
46305,None,None,None,None,None,[],None,None
46306,None,None,None,None,None,[],None,None
46307,None,None,None,None,None,[],None,None
46308,None,None,None,None,None,[],None,None
46309,None,None,None,None,None,[],None,None
46310,None,None,None,None,None,[],None,None
46311,None,None,None,None,None,[],None,None
46312,None,None,None,None,None,[],None,None
46313,None,None,None,None,None,[],None,None
46314,None,None,None,None,None,[],None,None
46315,None,None,None,None,None,[],None,None
46316,None,None,None,None,None,[],None,None
46317,None,None,None,None,None,[],None,None
46318,None,None,None,None,None,[],None,None
46319,None,None,None,None,None,[],None,None
46320,None,None,None,None,None,[],None,None
46321,None,None,None,None,None,[],None,None
46322,None,None,None,None,None,[],None,None
46323,None,None,None,None,None,[],None,None
46324,None,None,None,None,None,[],None,None
46325,None,None,None,None,None,[],None,None
46326,None,None,None,None,None,[],None,None
46327,None,None,None,None,None,[],None,None
46328,None,None,None,None,None,[],None,None
46329,None,None,None,None,None,[],None,None
46330,None,None,None,None,None,[],None,None
46331,None,None,None,None,None,[],None,None
46332,None,None,None,None,None,[],None,None
46333,"[1355, 45, 3]",None,None,,0,[],None,None
46334,None,None,None,None,None,[],None,None
46335,None,None,None,None,None,[],None,None
46336,None,None,None,None,None,[],None,None
46337,None,None,None,None,None,[],None,None
46338,None,None,None,None,None,[],None,None
46339,None,None,None,None,None,[],None,None
46340,None,None,None,None,None,[],None,None
46341,None,None,None,None,None,[],None,None
46342,None,None,None,None,None,[],None,None
46343,"[592, 19, 1]",None,None,,0,[],None,None
46344,"[27, 0, 0]",None,None,,0,[],None,None
46345,None,None,None,None,None,[],None,None
46346,None,None,None,None,None,[],None,None
46347,None,None,None,None,None,[],None,None
46348,"[274, 9, 0]",None,None,,0,[],None,None
46349,None,None,None,None,None,[],None,None
46350,None,None,None,None,None,[],None,None
46351,"[62, 2, 0]",None,None,,0,[],None,None
46352,None,None,None,None,None,[],None,None
46353,None,None,None,None,None,[],None,None
46354,None,None,None,None,None,[],None,None
46355,None,None,None,None,None,[],None,None
46356,None,None,None,None,None,[],None,None
46357,"[12, 0, 0]",None,None,,0,[],None,None
46358,None,None,None,None,None,[],None,None
46359,None,None,None,None,None,[],None,None
46360,None,None,None,None,None,[],None,None
46361,None,None,None,None,None,[],None,None
46362,None,None,None,None,None,[],None,None
46363,None,None,None,None,None,[],None,None
46364,None,None,None,None,None,[],None,None
46365,None,None,None,None,None,[],None,None
46366,"[4, 0, 0]",None,None,,0,[],None,None
46367,None,None,None,None,None,[],None,None
46368,None,None,None,None,None,[],None,None
46369,None,None,None,None,None,[],None,None
46370,"[7, 0, 0]",None,None,,0,[],None,None
46371,None,None,None,None,None,[],None,None
46372,None,None,None,None,None,[],None,None
46373,None,None,None,None,None,[],None,None
46374,None,None,None,None,None,[],None,None
46375,None,None,None,None,None,[],None,None
46376,None,None,None,None,None,[],None,None
46377,None,None,None,None,None,[],None,None
46378,None,None,None,None,None,[],None,None
46379,None,None,None,None,None,[],None,None
46380,None,None,None,None,None,[],None,None
46381,None,None,None,None,None,[],None,None
46382,None,None,None,None,None,[],None,None
46383,"[5, 0, 0]",None,None,,0,[],None,None
46384,"[761, 25, 2]",None,None,,0,[],None,None
46385,None,None,None,None,None,[],None,None
46386,None,None,None,None,None,[],None,None
46387,None,None,None,None,None,[],None,None
46388,None,None,None,None,None,[],None,None
46389,"[11, 0, 0]",None,None,,0,[],None,None
46390,None,None,None,None,None,[],None,None
46391,None,None,None,None,None,[],None,None
46392,None,None,None,None,None,[],None,None
46393,None,None,None,None,None,[],None,None
46394,"[12, 0, 0]",None,None,,0,[],None,None
46395,None,None,None,None,None,[],None,None
46396,None,None,None,None,None,[],None,None
46397,None,None,None,None,None,[],None,None
46398,None,None,None,None,None,[],None,None
46399,None,None,None,None,None,[],None,None
46400,None,None,None,None,None,[],None,None
46401,None,None,None,None,None,[],None,None
46402,None,None,None,None,None,[],None,None
46403,None,None,None,None,None,[],None,None
46404,None,None,None,None,None,[],None,None
46405,None,None,None,None,None,[],None,None
46406,None,None,None,None,None,[],None,None
46407,"[39, 1, 0]",None,None,,0,[],None,None
46408,None,None,"[19, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46409,"[50, 1, 0]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46410,None,None,None,None,None,[],None,None
46411,None,None,None,None,None,[],None,None
46412,None,None,None,None,None,[],None,None
46413,None,None,None,None,None,[],None,None
46414,None,None,None,None,None,[],None,None
46415,None,None,None,None,None,[],None,None
46416,None,None,None,None,None,[],None,None
46417,None,None,None,None,None,[],None,None
46418,None,None,None,None,None,[],None,None
46419,None,None,None,None,None,[],None,None
46420,None,None,None,None,None,[],None,None
46421,None,None,None,None,None,[],None,None
46422,None,None,None,None,None,[],None,None
46423,None,None,None,None,None,[],None,None
46424,None,None,None,None,None,[],None,None
46425,None,None,None,None,None,[],None,None
46426,None,None,None,None,None,[],None,None
46427,"[11, 0, 0]",None,None,,0,[],None,None
46428,None,None,None,None,None,[],None,None
46429,None,None,None,None,None,[],None,None
46430,None,None,None,None,None,[],None,None
46431,None,None,None,None,None,[],None,None
46432,None,None,None,None,None,[],None,None
46433,None,None,None,None,None,[],None,None
46434,None,None,None,None,None,[],None,None
46435,"[47, 1, 0]",None,None,,0,[],None,None
46436,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46437,"[1180, 39, 3]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46438,"[2336, 77, 6]",None,"[1588, 52, 4, 'None', 'None', 'None']",,0,[],None,None
46439,None,None,None,None,None,[],None,None
46440,None,None,None,None,None,[],None,None
46441,None,None,None,None,None,[],None,None
46442,None,None,None,None,None,[],None,None
46443,"[964, 32, 2]",None,None,,0,[],None,None
46444,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46445,None,None,None,None,None,[],None,None
